"","id","X","MAXAvg","MINAvg","RainAvg","Date","Time","RunDate","Metabolites.Conc","RankProp","Sex","Group.1","Coping","SWDIgr","Strg","Deg"
"149","dv",149,28.7,9.3,0,"2019-01-04","10:44:00","7-Dec",163.4556387,-0.612372436,"F","S",-0.764303682,1.75617576165442,45.993119933797,10
"150","dv",150,28.1,11.87,0,"2018-08-19","08:06:00","12-Dec",79.15001376,-0.612372436,"F","S",-0.764303682,1.75617576165442,45.993119933797,10
"151","ed",151,32.05,13.95,0,"2019-02-18","10:00:00","8-Oct",100.615485,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"152","ed",152,28,17.05,0,"2018-10-31","08:10:00","21-Nov",111.4188807,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"153","ed",153,31.35,12.1,0,"2019-02-26","10:22:00","15-Dec",108.3493133,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"154","ed",154,27.9,12.65,0,"2018-11-28","11:23:00","22-Nov",27.08037825,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"155","ed",155,28.47,12.795,0.508,"2018-08-20","10:43:00","18-Nov",96.5391621,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"156","ed",156,24.3,15.3,0,"2018-10-24","07:37:00","19-Nov",100.0673801,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"157","ed",157,33.8,14.85,0,"2018-09-09","10:04:00","16-Nov",118.2710092,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"158","ed",158,28.35,8.65,0,"2018-12-28","11:18:00","4-Dec",31.5357789,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"159","ed",159,30.1,16.5,0.5,"2018-10-11","10:50:00","19-Nov",112.8730918,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"160","ed",160,27.4,11.55,3.05,"2019-01-05","10:28:00","5-Dec",183.5657063,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"161","ed",161,29.2,13.2,0,"2019-01-10","10:08:00","5-Dec",109.1867449,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
"162","ed",162,31.55,14.35,0,"2018-09-20","08:47:00","17-Nov",132.2855818,0.53311399,"M","K",1.397230177,0.675142588578924,0.620944282837324,2
